"customer_id","customer_count","country","state","city","zip_code","lat_long","latitude","longitude","gender","senior_citizen","partner","dependents","tenure_months","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","contract","paperless_billing","payment_method","monthly_charges","total_charges","churn_label","churn_value","churn_score","cltv","churn_reason"
"5708-EVONK",1,"United States","California","Cassel","96016","40.936285, -121.572692",40.936285,-121.572692,"Female","No","Yes","No",58,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",93.40,5435.60,"Yes",1,73,5989,"Don't know"
"8708-XPXHZ",1,"United States","California","Castella","96017","41.121108, -122.336613",41.121108,-122.336613,"Female","No","Yes","No",42,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.20,4186.30,"Yes",1,95,5458,"Competitor had better devices"
"0616-ATFGB",1,"United States","California","Shasta Lake","96019","40.692523, -122.369876",40.692523,-122.369876,"Male","Yes","Yes","No",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",25.05,25.05,"Yes",1,95,2119,"Competitor had better devices"
"7016-BPGEU",1,"United States","California","Dunsmuir","96025","41.212695, -122.392067",41.212695,-122.392067,"Female","No","No","No",29,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",25.10,712.85,"Yes",1,81,2796,"Competitor offered higher download speeds"
"6876-ADESB",1,"United States","California","Etna","96027","41.405193, -123.008567",41.405193,-123.008567,"Male","No","No","Yes",1,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",48.95,48.95,"Yes",1,65,3913,"Competitor offered higher download speeds"
"1963-SVUCV",1,"United States","California","Flournoy","96029","39.84784, -122.544556",39.847840,-122.544556,"Male","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",45.30,45.30,"Yes",1,78,5774,"Competitor offered higher download speeds"
"0220-EBGCE",1,"United States","California","Fort Jones","96032","41.5837, -122.935922",41.583700,-122.935922,"Male","No","No","No",2,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",85.85,167.30,"Yes",1,67,3273,"Competitor offered more data"
"2754-VDLTR",1,"United States","California","Greenview","96037","41.528541, -122.955018",41.528541,-122.955018,"Male","No","No","No",10,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",95.20,930.40,"Yes",1,69,4922,"Competitor offered more data"
"3190-XFANI",1,"United States","California","Happy Camp","96039","41.831901, -123.487478",41.831901,-123.487478,"Male","No","No","No",49,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",100.60,5069.65,"Yes",1,82,5585,"Competitor offered more data"
"7551-DACSP",1,"United States","California","Hat Creek","96040","40.789799, -121.474529",40.789799,-121.474529,"Male","No","Yes","Yes",6,"Yes","No","DSL","No","Yes","Yes","No","No","No","Month-to-month","Yes","Mailed check",55.30,324.25,"Yes",1,99,3878,"Competitor made better offer"
"7235-NXZCP",1,"United States","California","Hornbrook","96044","41.962127, -122.527696",41.962127,-122.527696,"Male","Yes","No","No",2,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",74.85,156.40,"Yes",1,84,5378,"Competitor made better offer"
"0520-FDVVT",1,"United States","California","Lewiston","96052","40.704293, -122.803899",40.704293,-122.803899,"Male","No","No","No",35,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",102.35,3626.10,"Yes",1,80,2473,"Price too high"
"1444-VVSGW",1,"United States","California","Los Molinos","96055","40.059385, -122.091481",40.059385,-122.091481,"Male","No","Yes","No",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",115.65,7968.85,"Yes",1,99,5563,"Product dissatisfaction"
"5712-PTIWW",1,"United States","California","Mcarthur","96056","41.10831, -121.360362",41.108310,-121.360362,"Male","No","No","No",2,"Yes","No","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Electronic check",79.85,152.45,"Yes",1,91,3280,"Service dissatisfaction"
"3315-TOTBP",1,"United States","California","Mill Creek","96061","40.331975, -121.460674",40.331975,-121.460674,"Male","No","No","No",15,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",76.00,1130.85,"Yes",1,74,4938,"Lack of self-service on Website"
"6661-HBGWL",1,"United States","California","Mineral","96063","40.408796, -121.579609",40.408796,-121.579609,"Female","Yes","No","No",42,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",104.75,4323.45,"Yes",1,79,2984,"Network reliability"
"1518-VOWAV",1,"United States","California","Montague","96064","41.759864, -122.379175",41.759864,-122.379175,"Female","No","No","No",9,"Yes","No","DSL","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",74.65,703.55,"Yes",1,90,5900,"Limited range of services"
"5909-ECHUI",1,"United States","California","Oak Run","96069","40.689243, -122.037023",40.689243,-122.037023,"Female","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",56.25,56.25,"Yes",1,71,3065,"Lack of affordable download/upload speed"
"1309-BXVOQ",1,"United States","California","Old Station","96071","40.656287, -121.428965",40.656287,-121.428965,"Male","No","Yes","No",21,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",106.10,2249.95,"Yes",1,69,3584,"Long distance charges"
"9317-WZPGV",1,"United States","California","Paskenta","96074","39.884395, -122.587513",39.884395,-122.587513,"Female","Yes","No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",79.75,159.40,"Yes",1,77,4038,"Extra data charges"
"2856-HYAPG",1,"United States","California","Platina","96076","40.367964, -122.937379",40.367964,-122.937379,"Female","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",68.65,68.65,"Yes",1,99,3052,"Price too high"
"4488-PSYCG",1,"United States","California","Seiad Valley","96086","41.924174, -123.260788",41.924174,-123.260788,"Male","No","No","No",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",20.25,327.45,"Yes",1,83,4327,"Product dissatisfaction"
"3621-CEOVK",1,"United States","California","Trinity Center","96091","41.081847, -122.700545",41.081847,-122.700545,"Female","Yes","Yes","No",14,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.20,1369.80,"Yes",1,97,3369,"Service dissatisfaction"
"6906-ANDWJ",1,"United States","California","Vina","96092","39.955164, -122.018567",39.955164,-122.018567,"Male","No","Yes","No",15,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",74.90,1107.25,"Yes",1,97,2510,"Lack of self-service on Website"
"1031-IIDEO",1,"United States","California","Sierra City","96125","39.600599, -120.636358",39.600599,-120.636358,"Female","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.85,70.85,"Yes",1,72,2874,"Network reliability"
"5832-XKAES",1,"United States","California","Sierraville","96126","39.559709, -120.345639",39.559709,-120.345639,"Male","No","No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",69.80,134.70,"Yes",1,74,2320,"Don't know"
"4701-AHWMW",1,"United States","California","Susanville","96130","40.559177, -120.612113",40.559177,-120.612113,"Male","No","Yes","No",55,"No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",54.55,2978.30,"Yes",1,69,6041,"Attitude of service provider"
"9210-IAHGH",1,"United States","California","Wendel","96136","40.345949, -120.081187",40.345949,-120.081187,"Female","No","No","No",7,"Yes","No","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",70.75,450.80,"Yes",1,84,2248,"Attitude of support person"
"0023-XUOPT",1,"United States","California","Carnelian Bay","96140","39.227434, -120.091806",39.227434,-120.091806,"Female","No","Yes","No",13,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","No","Electronic check",94.10,1215.60,"Yes",1,75,2973,"Don't know"
"4592-IWTJI",1,"United States","California","Homewood","96141","39.117018, -120.212535",39.117018,-120.212535,"Female","No","Yes","Yes",3,"No","No phone service","DSL","Yes","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",29.70,91.70,"Yes",1,84,2613,"Attitude of support person"
"7632-MNYOY",1,"United States","California","Tahoe Vista","96148","39.24124, -120.054765",39.241240,-120.054765,"Male","Yes","No","No",66,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",110.90,7432.05,"Yes",1,93,4389,"Attitude of service provider"
"6518-LGAOV",1,"United States","California","South Lake Tahoe","96150","38.911577, -120.106169",38.911577,-120.106169,"Female","No","Yes","No",38,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",105.00,4026.40,"Yes",1,92,2341,"Attitude of service provider"
"7242-QZLXF",1,"United States","California","Truckee","96161","39.342498, -120.247127",39.342498,-120.247127,"Male","No","No","Yes",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",25.30,25.30,"Yes",1,99,5421,"Attitude of service provider"
"4576-CSAJH",1,"United States","California","Los Angeles","90001","33.973616, -118.24902",33.973616,-118.249020,"Male","No","No","No",22,"Yes","No","DSL","No","Yes","No","Yes","No","No","One year","Yes","Credit card (automatic)",55.15,1193.05,"Yes",1,84,5866,"Attitude of support person"
"1000-AJSLD",1,"United States","California","Los Angeles","90002","33.949255, -118.246978",33.949255,-118.246978,"Male","No","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.10,20.10,"Yes",1,70,4389,"Competitor made better offer"
"1062-LHZOD",1,"United States","California","Los Angeles","90005","34.059281, -118.30742",34.059281,-118.307420,"Male","No","Yes","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.90,69.90,"Yes",1,84,2100,"Moved"
"9600-NAXZN",1,"United States","California","Los Angeles","90010","34.062125, -118.315709",34.062125,-118.315709,"Male","No","No","No",43,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",101.40,4528.00,"Yes",1,79,3370,"Moved"
"6457-USBER",1,"United States","California","Los Angeles","90014","34.043144, -118.251977",34.043144,-118.251977,"Male","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",80.80,80.80,"Yes",1,82,4424,"Moved"
"4662-EKDPQ",1,"United States","California","Los Angeles","90016","34.028331, -118.354338",34.028331,-118.354338,"Male","No","No","No",2,"Yes","Yes","DSL","No","No","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",62.05,118.30,"Yes",1,96,5344,"Competitor had better devices"
"9248-OJYKK",1,"United States","California","Los Angeles","90017","34.052842, -118.264495",34.052842,-118.264495,"Male","Yes","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",76.45,76.45,"Yes",1,95,3763,"Competitor offered higher download speeds"
"3398-FSHON",1,"United States","California","Los Angeles","90019","34.049841, -118.33846",34.049841,-118.338460,"Female","Yes","No","No",12,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",91.30,1094.50,"Yes",1,94,4703,"Competitor offered more data"
"3319-DWOEP",1,"United States","California","Los Angeles","90020","34.066367, -118.309868",34.066367,-118.309868,"Male","Yes","Yes","No",6,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.75,573.75,"Yes",1,89,5750,"Competitor made better offer"
"9259-PACGQ",1,"United States","California","Los Angeles","90026","34.078991, -118.263804",34.078991,-118.263804,"Female","No","Yes","No",34,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","No","Electronic check",62.65,2274.90,"Yes",1,91,3918,"Competitor had better devices"
"4415-IJZTP",1,"United States","California","Los Angeles","90027","34.127194, -118.295647",34.127194,-118.295647,"Female","No","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.50,74.50,"Yes",1,69,2016,"Competitor had better devices"
"1465-VINDH",1,"United States","California","Los Angeles","90028","34.099869, -118.326843",34.099869,-118.326843,"Female","No","Yes","No",10,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",102.10,1068.85,"Yes",1,78,3596,"Competitor offered higher download speeds"
"2810-FTLEM",1,"United States","California","Los Angeles","90036","34.070291, -118.349191",34.070291,-118.349191,"Female","No","No","No",16,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",50.15,762.25,"Yes",1,69,4254,"Competitor offered higher download speeds"
"1925-TIBLE",1,"United States","California","Los Angeles","90049","34.091829, -118.491244",34.091829,-118.491244,"Female","No","Yes","No",7,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",86.50,582.50,"Yes",1,74,3887,"Competitor offered higher download speeds"
"0818-OCPZO",1,"United States","California","Los Angeles","90059","33.927254, -118.249826",33.927254,-118.249826,"Male","Yes","No","No",27,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",81.45,2122.05,"Yes",1,83,2571,"Competitor offered more data"
"1447-GIQMR",1,"United States","California","Los Angeles","90062","34.003553, -118.308933",34.003553,-118.308933,"Male","No","Yes","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.15,69.15,"Yes",1,87,4179,"Competitor offered more data"
"0872-NXJYS",1,"United States","California","West Hollywood","90069","34.093781, -118.381061",34.093781,-118.381061,"Female","No","No","No",9,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",79.55,723.40,"Yes",1,81,3246,"Competitor offered more data"
"9412-ARGBX",1,"United States","California","Downey","90241","33.940884, -118.128628",33.940884,-118.128628,"Female","No","No","No",48,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","No","Two year","Yes","Mailed check",95.50,4627.85,"Yes",1,97,2459,"Competitor made better offer"
"1389-CXMLU",1,"United States","California","Downey","90242","33.921793, -118.140588",33.921793,-118.140588,"Male","Yes","No","No",3,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","No","Electronic check",91.05,289.10,"Yes",1,99,2194,"Competitor made better offer"
"5561-NWEVX",1,"United States","California","Hermosa Beach","90254","33.86532, -118.396336",33.865320,-118.396336,"Female","Yes","Yes","No",2,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",79.20,172.85,"Yes",1,67,4225,"Price too high"
"2737-WFVYW",1,"United States","California","Marina Del Rey","90292","33.977468, -118.445475",33.977468,-118.445475,"Female","No","No","No",2,"No","No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",45.25,85.50,"Yes",1,74,4566,"Product dissatisfaction"
"2272-QAGFO",1,"United States","California","Inglewood","90304","33.936827, -118.359824",33.936827,-118.359824,"Female","Yes","No","No",14,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.30,1096.25,"Yes",1,71,5342,"Service dissatisfaction"
"9850-OWRHQ",1,"United States","California","Torrance","90502","33.833181, -118.292062",33.833181,-118.292062,"Female","No","Yes","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",74.10,228.00,"Yes",1,69,5657,"Lack of self-service on Website"
"3768-NLUBH",1,"United States","California","Torrance","90503","33.840399, -118.353714",33.840399,-118.353714,"Male","Yes","Yes","No",57,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",100.60,5746.15,"Yes",1,74,5247,"Network reliability"
"8676-TRMJS",1,"United States","California","Torrance","90504","33.867257, -118.330794",33.867257,-118.330794,"Male","No","No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",75.00,209.10,"Yes",1,88,3190,"Limited range of services"
"7359-SSBJK",1,"United States","California","Whittier","90605","33.960891, -118.032222",33.960891,-118.032222,"Female","Yes","No","No",64,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","Two year","Yes","Credit card (automatic)",70.20,4481.00,"Yes",1,89,6080,"Lack of affordable download/upload speed"
"0685-MLYYM",1,"United States","California","Buena Park","90620","33.845706, -118.012204",33.845706,-118.012204,"Female","Yes","No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.75,154.85,"Yes",1,96,4407,"Long distance charges"
"8182-PNAGI",1,"United States","California","Pico Rivera","90660","33.989524, -118.089299",33.989524,-118.089299,"Male","No","No","No",12,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",50.25,593.75,"Yes",1,67,3624,"Extra data charges"
"7957-RYHQD",1,"United States","California","Bellflower","90706","33.887676, -118.127289",33.887676,-118.127289,"Female","Yes","No","No",40,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",79.20,3233.85,"Yes",1,94,3207,"Price too high"
"2180-DXNEG",1,"United States","California","Harbor City","90710","33.798266, -118.300237",33.798266,-118.300237,"Female","No","No","No",12,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.00,1062.10,"Yes",1,89,5239,"Product dissatisfaction"
"5515-AKOAJ",1,"United States","California","Hawaiian Gardens","90716","33.830431, -118.074071",33.830431,-118.074071,"Female","No","No","No",54,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",100.10,5440.90,"Yes",1,75,5763,"Service dissatisfaction"
"8976-OQHGT",1,"United States","California","Lomita","90717","33.794209, -118.317354",33.794209,-118.317354,"Female","No","Yes","Yes",4,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Mailed check",56.50,235.10,"Yes",1,99,5758,"Lack of self-service on Website"
"6230-BSUXY",1,"United States","California","Paramount","90723","33.897122, -118.164432",33.897122,-118.164432,"Female","Yes","No","No",1,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",85.00,85.00,"Yes",1,93,2650,"Network reliability"
"5294-CDGWY",1,"United States","California","Long Beach","90802","33.752524, -118.210737",33.752524,-118.210737,"Male","No","Yes","No",51,"No","No phone service","DSL","Yes","Yes","Yes","No","Yes","Yes","One year","No","Electronic check",59.30,3014.65,"Yes",1,95,5633,"Don't know"
"5295-PCJOO",1,"United States","California","Long Beach","90805","33.864622, -118.179626",33.864622,-118.179626,"Male","No","No","Yes",4,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",49.40,184.40,"Yes",1,84,4455,"Don't know"
"9863-JZAIC",1,"United States","California","Long Beach","90807","33.830099, -118.182239",33.830099,-118.182239,"Male","No","No","No",35,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Mailed check",55.00,2010.55,"Yes",1,100,2220,"Don't know"
"7660-HDPJV",1,"United States","California","Long Beach","90810","33.819814, -118.222416",33.819814,-118.222416,"Female","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.20,69.20,"Yes",1,81,2637,"Poor expertise of online support"
"7931-PXHFC",1,"United States","California","Duarte","91010","34.145695, -117.95982",34.145695,-117.959820,"Male","No","No","No",38,"Yes","No","DSL","No","No","Yes","Yes","No","Yes","One year","Yes","Mailed check",62.30,2354.80,"Yes",1,83,3818,"Poor expertise of phone support"
"3990-QYKBE",1,"United States","California","La Canada Flintridge","91011","34.234912, -118.153729",34.234912,-118.153729,"Male","Yes","Yes","No",37,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",92.50,3473.40,"Yes",1,95,4127,"Competitor had better devices"
"4919-MOAVT",1,"United States","California","Pasadena","91103","34.167465, -118.165327",34.167465,-118.165327,"Male","No","No","No",3,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",69.65,220.10,"Yes",1,84,2421,"Competitor offered higher download speeds"
"3090-HAWSU",1,"United States","California","Pasadena","91107","34.159007, -118.087353",34.159007,-118.087353,"Male","No","No","No",61,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",111.60,6876.05,"Yes",1,87,4495,"Competitor offered more data"
"9820-RMCQV",1,"United States","California","San Marino","91108","34.122671, -118.112911",34.122671,-118.112911,"Female","No","No","No",11,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",48.55,501.00,"Yes",1,92,4444,"Competitor made better offer"
"7839-QRKXN",1,"United States","California","Glendale","91203","34.153338, -118.262974",34.153338,-118.262974,"Female","No","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.20,20.20,"Yes",1,69,4197,"Competitor had better devices"
"5204-QZXPU",1,"United States","California","Glendale","91205","34.13658, -118.245839",34.136580,-118.245839,"Male","No","No","No",19,"No","No phone service","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",39.65,733.35,"Yes",1,78,2933,"Competitor had better devices"
"4597-ELFTS",1,"United States","California","Glendale","91206","34.162515, -118.203869",34.162515,-118.203869,"Male","No","No","No",56,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check",24.90,1334.00,"Yes",1,92,5327,"Competitor offered higher download speeds"
"8450-JOVAH",1,"United States","California","Agoura Hills","91301","34.129058, -118.759788",34.129058,-118.759788,"Male","No","Yes","Yes",2,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",56.70,113.55,"Yes",1,77,5560,"Competitor offered higher download speeds"
"1113-IUJYX",1,"United States","California","Winnetka","91306","34.209532, -118.577563",34.209532,-118.577563,"Female","No","Yes","No",14,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","No","Mailed check",105.95,1348.90,"Yes",1,84,5887,"Competitor offered higher download speeds"
"9274-CNFMO",1,"United States","California","Pacoima","91331","34.255442, -118.421314",34.255442,-118.421314,"Male","Yes","Yes","No",4,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",74.95,308.70,"Yes",1,69,3716,"Competitor offered more data"
"7758-XKCBS",1,"United States","California","Reseda","91335","34.200175, -118.540958",34.200175,-118.540958,"Male","No","No","No",15,"No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",29.70,438.25,"Yes",1,82,5518,"Competitor offered more data"
"8992-JQYUN",1,"United States","California","San Fernando","91340","34.286131, -118.435969",34.286131,-118.435969,"Male","No","Yes","No",1,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",50.35,50.35,"Yes",1,65,4526,"Competitor offered more data"
"0617-AQNWT",1,"United States","California","North Hills","91343","34.238802, -118.482296",34.238802,-118.482296,"Female","No","Yes","No",64,"No","No phone service","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Electronic check",47.85,3147.50,"Yes",1,66,6347,"Competitor made better offer"
"2446-PLQVO",1,"United States","California","Santa Clarita","91350","34.502432, -118.41459",34.502432,-118.414590,"Male","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.30,70.30,"Yes",1,78,4512,"Don't know"
"3005-NFMTA",1,"United States","California","Valencia","91354","34.457005, -118.573726",34.457005,-118.573726,"Male","Yes","No","No",55,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.80,5617.75,"Yes",1,69,5543,"Price too high"
"8784-CGILN",1,"United States","California","Tarzana","91356","34.157137, -118.548511",34.157137,-118.548511,"Female","No","No","No",18,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",99.85,1776.95,"Yes",1,100,3068,"Product dissatisfaction"
"5389-FFVKB",1,"United States","California","Thousand Oaks","91360","34.214054, -118.88109",34.214054,-118.881090,"Male","Yes","Yes","No",32,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",80.30,2483.05,"Yes",1,94,5365,"Service dissatisfaction"
"8444-WRIDW",1,"United States","California","Thousand Oaks","91362","34.191842, -118.822796",34.191842,-118.822796,"Female","Yes","No","No",66,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",80.45,5224.35,"Yes",1,79,5011,"Lack of self-service on Website"
"9451-LPGOO",1,"United States","California","Panorama City","91402","34.223768, -118.445461",34.223768,-118.445461,"Male","No","No","No",7,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",86.80,620.35,"Yes",1,66,3780,"Network reliability"
"5868-YWPDW",1,"United States","California","Sherman Oaks","91423","34.146957, -118.432138",34.146957,-118.432138,"Male","Yes","Yes","No",6,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",84.20,519.15,"Yes",1,72,5834,"Limited range of services"
"2025-JKFWI",1,"United States","California","Burbank","91501","34.188339, -118.300942",34.188339,-118.300942,"Male","No","No","No",13,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Mailed check",99.00,1301.70,"Yes",1,81,3493,"Lack of affordable download/upload speed"
"4078-SAYYN",1,"United States","California","Burbank","91502","34.177267, -118.31003",34.177267,-118.310030,"Female","No","No","No",11,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.75,1129.75,"Yes",1,65,2229,"Long distance charges"
"9940-HPQPG",1,"United States","California","North Hollywood","91601","34.1692, -118.372498",34.169200,-118.372498,"Female","No","Yes","No",9,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)",91.75,865.80,"Yes",1,91,4176,"Extra data charges"
"6618-RYATB",1,"United States","California","North Hollywood","91605","34.207295, -118.400022",34.207295,-118.400022,"Female","No","No","No",1,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",79.55,79.55,"Yes",1,93,5571,"Price too high"
"9079-YEXQJ",1,"United States","California","Chino","91710","33.990646, -117.663025",33.990646,-117.663025,"Female","No","No","No",54,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","No","Electronic check",111.10,6014.85,"Yes",1,93,5527,"Product dissatisfaction"
"2685-SREOM",1,"United States","California","Rancho Cucamonga","91730","34.10097, -117.57882",34.100970,-117.578820,"Female","No","Yes","No",25,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",89.10,2368.40,"Yes",1,96,4793,"Service dissatisfaction"
