customer_id,tenure_months,contract,internet_service,tech_support,online_security,payment_method,monthly_charges,cltv,churn_value,predicted_churn,churn_probability,risk_segment
6986-IJDHX,39,Month-to-month,Fiber optic,No,No,Mailed check,86.3,3364,1,1,0.6404,High Risk
2219-MVUSO,8,Month-to-month,DSL,No,No,Mailed check,45.15,3721,1,1,0.6401,High Risk
9659-QEQSY,45,Month-to-month,Fiber optic,Yes,Yes,Electronic check,115.65,3974,0,1,0.6401,High Risk
3503-TYDAY,43,Month-to-month,Fiber optic,No,No,Electronic check,80.45,5357,0,1,0.6401,High Risk
3594-KADLU,3,Month-to-month,DSL,Yes,Yes,Mailed check,35.1,3610,0,1,0.64,High Risk
5949-HGVJL,26,Month-to-month,DSL,Yes,No,Electronic check,73.05,2753,0,1,0.64,High Risk
7693-LCKZL,5,Month-to-month,Fiber optic,No,No,Electronic check,80.15,5124,1,1,0.64,High Risk
2302-ANTDP,48,Month-to-month,Fiber optic,Yes,Yes,Electronic check,117.45,5915,1,1,0.64,High Risk
5649-TJHOV,27,Month-to-month,DSL,No,No,Bank transfer (automatic),36.5,4564,1,1,0.64,High Risk
6582-OIVSP,1,Month-to-month,DSL,No,No,Mailed check,45.3,3575,0,1,0.6399,High Risk
0415-MOSGF,1,Month-to-month,DSL,No,No,Mailed check,44.4,3204,1,1,0.6398,High Risk
7055-HNEOJ,3,Month-to-month,DSL,Yes,No,Mailed check,55.8,2662,0,1,0.6398,High Risk
4146-SVFUD,1,Month-to-month,DSL,No,No,Mailed check,44.6,4864,0,1,0.6396,High Risk
5536-SLHPM,55,Month-to-month,Fiber optic,No,No,Electronic check,77.75,4398,1,1,0.6388,High Risk
7312-XSBAT,1,Month-to-month,DSL,No,Yes,Electronic check,49.75,2908,0,1,0.6387,High Risk
6591-QGOYB,17,Month-to-month,Fiber optic,Yes,Yes,Bank transfer (automatic),106.65,2754,0,1,0.6386,High Risk
8775-CEBBJ,9,Month-to-month,DSL,No,No,Bank transfer (automatic),44.2,2029,1,1,0.6385,High Risk
2842-JTCCU,2,Month-to-month,DSL,No,No,Bank transfer (automatic),46.05,4662,1,1,0.6383,High Risk
0730-KOAVE,30,Month-to-month,Fiber optic,No,Yes,Credit card (automatic),94.3,4219,0,1,0.6382,High Risk
6362-QHAFM,42,One year,Fiber optic,Yes,No,Electronic check,108.3,5106,0,1,0.638,High Risk
9281-PKKZE,46,Month-to-month,DSL,No,No,Electronic check,43.95,4818,0,1,0.6377,High Risk
3452-ABWRL,47,Month-to-month,Fiber optic,No,No,Credit card (automatic),86.05,5527,0,1,0.6376,High Risk
1848-LBZHY,7,Month-to-month,DSL,No,Yes,Bank transfer (automatic),50.3,2547,0,1,0.6375,High Risk
4993-JCRGJ,26,Month-to-month,Fiber optic,Yes,No,Mailed check,84.3,5471,0,1,0.6373,High Risk
7760-OYPDY,2,Month-to-month,Fiber optic,No,No,Electronic check,80.65,5586,1,1,0.6372,High Risk
9170-CCKOU,17,Month-to-month,Fiber optic,No,Yes,Credit card (automatic),90.2,2026,1,1,0.637,High Risk
9780-FKVVF,6,Month-to-month,DSL,No,Yes,Bank transfer (automatic),59.15,3613,0,1,0.6368,High Risk
7927-AUXBZ,30,Month-to-month,Fiber optic,Yes,No,Electronic check,85.15,4417,1,1,0.6368,High Risk
6908-VVYHM,65,Month-to-month,Fiber optic,No,No,Electronic check,90.65,6358,0,1,0.6365,High Risk
4824-GUCBY,22,Month-to-month,Fiber optic,No,Yes,Electronic check,81.7,5602,0,1,0.6365,High Risk
7272-QDCKA,28,One year,Fiber optic,No,No,Electronic check,100.2,5137,0,1,0.6365,High Risk
2833-SLKDQ,1,Month-to-month,DSL,No,No,Mailed check,45.05,4094,1,1,0.6361,High Risk
5813-UECBU,33,Month-to-month,Fiber optic,No,No,Credit card (automatic),83.85,2583,1,1,0.6361,High Risk
5919-TMRGD,1,Month-to-month,Fiber optic,No,No,Electronic check,79.35,2483,1,1,0.636,High Risk
5201-USSQZ,26,Month-to-month,Fiber optic,Yes,No,Credit card (automatic),85.9,4038,0,1,0.6357,High Risk
3669-OYSJI,1,Month-to-month,DSL,No,No,Credit card (automatic),46.2,4167,1,1,0.6356,High Risk
4223-WOZCM,2,Month-to-month,DSL,No,No,Mailed check,49.95,5251,0,1,0.6356,High Risk
3838-OZURD,66,Month-to-month,Fiber optic,No,No,Credit card (automatic),105.0,5723,1,1,0.6355,High Risk
7075-BNDVQ,4,Month-to-month,DSL,No,Yes,Mailed check,35.0,3523,0,1,0.6353,High Risk
5172-MIGPM,4,Month-to-month,DSL,Yes,No,Mailed check,65.55,5707,0,1,0.6351,High Risk
6982-SSHFK,1,Month-to-month,DSL,No,No,Mailed check,44.4,3522,1,1,0.6349,High Risk
2403-BCASL,41,One year,Fiber optic,Yes,No,Electronic check,111.95,3711,1,1,0.6347,High Risk
5858-EAFCZ,1,Month-to-month,DSL,No,No,Mailed check,44.45,3498,0,1,0.6347,High Risk
6168-YBYNP,59,Month-to-month,Fiber optic,Yes,No,Electronic check,111.35,6047,0,1,0.6346,High Risk
3426-NIYYL,15,Month-to-month,DSL,No,No,Electronic check,51.55,2087,1,1,0.6345,High Risk
2432-TFSMK,18,One year,Fiber optic,No,No,Credit card (automatic),89.6,2269,0,1,0.6342,High Risk
5213-TWWJU,28,Month-to-month,Fiber optic,Yes,No,Electronic check,91.0,2448,0,1,0.6342,High Risk
6549-NNDYT,13,Month-to-month,DSL,No,Yes,Bank transfer (automatic),30.85,2444,0,1,0.634,High Risk
6429-SHBCB,19,Month-to-month,DSL,No,No,Mailed check,69.6,3349,0,1,0.6338,High Risk
5424-RLQLC,10,Month-to-month,DSL,No,No,Mailed check,59.65,2385,0,1,0.6334,High Risk
1794-HBQTJ,1,Month-to-month,DSL,No,Yes,Credit card (automatic),48.6,4207,1,1,0.6334,High Risk
3207-OYBWH,57,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),95.25,6259,1,1,0.6334,High Risk
3208-YPIOE,39,Month-to-month,Fiber optic,No,No,Electronic check,75.25,4696,1,1,0.6332,High Risk
4329-YPDDQ,20,Month-to-month,Fiber optic,Yes,Yes,Bank transfer (automatic),108.2,2102,0,1,0.6327,High Risk
8725-JEDFD,27,Month-to-month,Fiber optic,No,No,Mailed check,69.05,3241,0,1,0.6327,High Risk
5671-UUNXD,50,One year,Fiber optic,Yes,No,Electronic check,100.65,5791,0,1,0.6326,High Risk
0322-YINQP,1,Month-to-month,DSL,No,Yes,Mailed check,48.55,5687,1,1,0.6319,High Risk
9812-GHVRI,40,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),83.85,4294,0,1,0.6306,High Risk
9732-KPKBW,1,Month-to-month,DSL,Yes,Yes,Electronic check,53.95,2771,1,1,0.6304,High Risk
4983-CLMLV,52,Month-to-month,Fiber optic,Yes,No,Credit card (automatic),102.7,4044,0,1,0.6303,High Risk
3923-CSIHK,50,Month-to-month,Fiber optic,No,No,Electronic check,71.05,5746,1,1,0.6302,High Risk
7593-XFKDI,1,Month-to-month,DSL,No,No,Mailed check,46.3,3017,1,1,0.6301,High Risk
9774-NRNAU,27,Month-to-month,DSL,Yes,No,Bank transfer (automatic),84.8,5352,0,1,0.6296,High Risk
3589-PPVKW,9,Month-to-month,DSL,No,No,Mailed check,44.4,5457,0,1,0.6294,High Risk
3956-CJUST,23,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic),75.4,2491,0,1,0.6292,High Risk
0404-SWRVG,3,Month-to-month,Fiber optic,No,No,Electronic check,74.4,4415,1,1,0.629,High Risk
3509-GWQGF,24,Month-to-month,Fiber optic,No,No,Credit card (automatic),70.0,5242,0,1,0.6287,High Risk
7145-FEJWU,12,Month-to-month,Fiber optic,No,No,Electronic check,105.3,5913,0,1,0.6287,High Risk
9244-ZVAPM,1,Month-to-month,DSL,No,No,Mailed check,45.6,2352,0,1,0.6286,High Risk
9112-WSNPU,35,Month-to-month,Fiber optic,No,No,Electronic check,70.55,5873,0,1,0.6283,High Risk
6173-GOLSU,67,Month-to-month,Fiber optic,No,No,Credit card (automatic),94.65,4228,0,1,0.6281,High Risk
4432-ADRLB,2,Month-to-month,DSL,No,No,Mailed check,44.65,4655,1,1,0.628,High Risk
1357-BIJKI,50,One year,Fiber optic,No,No,Electronic check,98.25,5154,0,1,0.6273,High Risk
1205-WNWPJ,7,Month-to-month,DSL,Yes,No,Mailed check,59.5,4661,1,1,0.6273,High Risk
9489-UTFKA,8,Month-to-month,DSL,No,Yes,Bank transfer (automatic),60.9,2136,0,1,0.6272,High Risk
8450-UYIBU,35,Month-to-month,DSL,No,No,Electronic check,39.85,2030,0,1,0.6272,High Risk
8124-NZVGJ,6,One year,DSL,Yes,No,Mailed check,49.25,2979,0,1,0.6265,High Risk
9373-WSLOY,33,Month-to-month,DSL,Yes,No,Electronic check,50.0,5600,0,1,0.6263,High Risk
0380-NEAVX,34,One year,Fiber optic,No,No,Electronic check,99.85,5626,0,1,0.6262,High Risk
7459-RRWQZ,15,Month-to-month,DSL,No,Yes,Bank transfer (automatic),64.65,4780,1,1,0.6261,High Risk
0094-OIFMO,11,Month-to-month,Fiber optic,No,No,Electronic check,95.0,5980,1,1,0.6252,High Risk
9761-XUJWD,5,Month-to-month,DSL,Yes,No,Bank transfer (automatic),65.6,5636,0,1,0.625,High Risk
5698-BQJOH,9,Month-to-month,Fiber optic,No,No,Electronic check,94.4,5571,1,1,0.6248,High Risk
7876-BEUTG,15,Month-to-month,DSL,No,No,Mailed check,48.8,2577,0,1,0.6247,High Risk
8623-ULFNQ,26,Month-to-month,DSL,Yes,No,Electronic check,66.05,3225,0,1,0.6244,High Risk
3058-HJCUY,41,One year,Fiber optic,Yes,No,Electronic check,102.6,2098,1,1,0.6241,High Risk
2898-LSJGD,21,One year,DSL,No,Yes,Electronic check,55.95,5531,1,1,0.6239,High Risk
1862-SKORY,40,Month-to-month,DSL,No,No,Electronic check,39.3,2296,1,1,0.6238,High Risk
3842-QTGDL,16,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic),80.75,2942,0,1,0.6238,High Risk
1501-SGHBW,2,Month-to-month,DSL,No,No,Mailed check,45.85,3843,1,1,0.6234,High Risk
7343-EOBEU,3,Month-to-month,No,No internet service,No internet service,Mailed check,23.6,5587,0,1,0.6233,High Risk
5438-QMDDL,19,Month-to-month,DSL,No,No,Mailed check,59.8,3652,0,1,0.6227,High Risk
4320-QMLLA,7,Month-to-month,DSL,No,No,Mailed check,54.85,3481,0,1,0.6224,High Risk
2157-MXBJS,13,One year,DSL,No,No,Mailed check,75.3,4800,1,1,0.622,High Risk
8734-DKSTZ,10,Month-to-month,Fiber optic,No,No,Electronic check,85.95,4922,0,1,0.6219,High Risk
2014-MKGMH,46,One year,Fiber optic,No,No,Electronic check,101.1,4883,0,1,0.6217,High Risk
0363-QJVFX,32,Month-to-month,Fiber optic,Yes,Yes,Credit card (automatic),108.15,2541,1,1,0.6216,High Risk
1891-FZYSA,69,Month-to-month,Fiber optic,No,No,Electronic check,89.95,6363,1,1,0.6216,High Risk
0668-OGMHD,21,Month-to-month,DSL,No,Yes,Electronic check,28.5,3766,0,1,0.6216,High Risk
6143-JQKEA,10,Month-to-month,DSL,No,No,Credit card (automatic),45.8,5586,0,1,0.6216,High Risk
2869-ADAWR,45,Month-to-month,Fiber optic,No,No,Credit card (automatic),89.3,4880,1,1,0.6214,High Risk
8660-BUETV,3,Month-to-month,DSL,No,No,Mailed check,44.75,3422,0,1,0.6213,High Risk
6844-DZKRF,2,Month-to-month,DSL,Yes,No,Credit card (automatic),50.2,4697,0,1,0.6211,High Risk
7905-NJMXS,7,Month-to-month,DSL,Yes,Yes,Electronic check,64.2,5116,0,1,0.6207,High Risk
1552-AAGRX,30,Month-to-month,Fiber optic,Yes,Yes,Bank transfer (automatic),106.4,5503,0,1,0.6207,High Risk
8757-TFHHJ,1,Month-to-month,DSL,No,Yes,Credit card (automatic),49.8,2978,0,1,0.6206,High Risk
8535-SFUTN,61,Month-to-month,Fiber optic,No,Yes,Electronic check,106.45,4842,0,1,0.6204,High Risk
5816-QVHRX,37,Month-to-month,Fiber optic,Yes,No,Credit card (automatic),100.3,4040,0,1,0.62,High Risk
5394-SVGJV,37,Month-to-month,Fiber optic,Yes,No,Bank transfer (automatic),98.8,3066,1,1,0.6194,High Risk
2144-BFDSO,50,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic),108.75,5211,0,1,0.6193,High Risk
1564-HJUVY,4,Month-to-month,DSL,Yes,No,Bank transfer (automatic),63.75,2624,0,1,0.6188,High Risk
5778-BVOFB,9,Month-to-month,DSL,Yes,No,Bank transfer (automatic),59.5,4011,0,1,0.6188,High Risk
3946-MHCZW,1,Month-to-month,DSL,No,No,Mailed check,50.9,5111,1,1,0.6184,High Risk
6888-SBYAI,1,Month-to-month,DSL,No,Yes,Mailed check,50.7,3007,0,1,0.6184,High Risk
1600-DILPE,12,Month-to-month,DSL,No,No,Bank transfer (automatic),45.0,4998,0,1,0.6181,High Risk
4067-HLYQI,33,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),70.4,4860,0,1,0.618,High Risk
0867-LDTTC,5,Month-to-month,DSL,Yes,No,Bank transfer (automatic),75.15,5900,0,1,0.6176,High Risk
0348-SDKOL,58,Month-to-month,Fiber optic,Yes,No,Credit card (automatic),102.1,4415,1,1,0.6175,High Risk
2669-OIDSD,48,Month-to-month,Fiber optic,Yes,No,Credit card (automatic),100.05,3468,0,1,0.6173,High Risk
3001-UNBTL,29,Month-to-month,Fiber optic,No,No,Electronic check,103.95,3733,0,1,0.6172,High Risk
0979-PHULV,69,Month-to-month,Fiber optic,No,No,Credit card (automatic),99.45,4020,1,1,0.6172,High Risk
3580-REOAC,10,Month-to-month,DSL,No,No,Credit card (automatic),44.85,4061,1,1,0.6171,High Risk
6537-OTKMY,15,One year,DSL,No,No,Electronic check,50.75,5091,0,1,0.6167,High Risk
3325-FUYCG,28,One year,Fiber optic,No,Yes,Electronic check,106.1,3770,1,1,0.6163,High Risk
8229-MYEJZ,10,Month-to-month,DSL,No,No,Electronic check,51.2,5765,0,1,0.6162,High Risk
9776-CLUJA,51,Month-to-month,Fiber optic,No,Yes,Electronic check,77.5,5748,1,1,0.6155,High Risk
0295-QVKPB,5,Month-to-month,DSL,Yes,No,Credit card (automatic),63.95,3099,0,1,0.6155,High Risk
7794-JASDG,1,Month-to-month,DSL,No,Yes,Mailed check,50.75,2250,0,1,0.6153,High Risk
7009-LGECI,4,Month-to-month,DSL,No,Yes,Bank transfer (automatic),50.55,4164,0,1,0.615,High Risk
8178-EYZUO,46,Month-to-month,Fiber optic,No,Yes,Electronic check,93.7,3378,1,1,0.6147,High Risk
4061-UKJWL,3,Month-to-month,DSL,No,No,Mailed check,45.45,3666,0,1,0.6144,High Risk
0107-WESLM,1,Month-to-month,No,No internet service,No internet service,Electronic check,19.85,3874,1,1,0.6142,High Risk
0924-BJCRC,60,Month-to-month,Fiber optic,No,No,Electronic check,89.45,4340,0,1,0.6141,High Risk
5981-ZVXOT,35,One year,Fiber optic,No,Yes,Electronic check,108.35,5139,0,1,0.614,High Risk
2181-UAESM,2,Month-to-month,DSL,No,Yes,Electronic check,53.45,3477,0,1,0.614,High Risk
4554-YGZIH,49,Month-to-month,Fiber optic,No,No,Credit card (automatic),90.05,5059,1,1,0.6139,High Risk
2386-OWURY,58,Month-to-month,Fiber optic,Yes,No,Electronic check,95.3,6460,0,1,0.6139,High Risk
9873-MNDKV,11,Month-to-month,DSL,No,No,Mailed check,44.65,4492,0,1,0.6139,High Risk
3808-HFKDE,20,Month-to-month,DSL,No,No,Electronic check,44.35,3460,0,1,0.6138,High Risk
3258-SANFR,6,Month-to-month,DSL,No,No,Credit card (automatic),44.7,4270,0,1,0.6134,High Risk
2632-UCGVD,66,Month-to-month,Fiber optic,Yes,No,Credit card (automatic),100.05,4512,1,1,0.6133,High Risk
7850-VWJUU,23,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic),75.0,2221,0,1,0.6131,High Risk
8800-JOOCF,12,Month-to-month,Fiber optic,No,No,Electronic check,84.05,4621,0,1,0.6131,High Risk
3717-LNXKW,38,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic),91.7,3676,0,1,0.6129,High Risk
6726-WEXXK,27,One year,Fiber optic,No,Yes,Electronic check,85.9,5755,0,1,0.6128,High Risk
6982-UQZLY,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.85,3817,1,1,0.6127,High Risk
5133-VRSAB,8,Month-to-month,DSL,No,Yes,Mailed check,29.35,5369,0,1,0.6117,High Risk
1763-WQFUK,3,Month-to-month,DSL,Yes,No,Mailed check,50.5,5258,0,1,0.6114,High Risk
5649-VUKMC,12,One year,Fiber optic,No,No,Mailed check,95.5,3538,1,1,0.6113,High Risk
8749-JMNKX,51,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic),93.8,4788,1,1,0.6112,High Risk
8016-NCFVO,55,Month-to-month,Fiber optic,Yes,Yes,Electronic check,116.5,4222,0,1,0.6111,High Risk
0856-NAOES,6,Month-to-month,DSL,No,No,Mailed check,60.9,2191,0,1,0.6107,High Risk
7112-OPOTK,33,Month-to-month,Fiber optic,No,No,Electronic check,68.25,5647,1,1,0.6099,High Risk
5154-VEKBL,9,Month-to-month,DSL,Yes,Yes,Mailed check,58.5,3032,1,1,0.6097,High Risk
0060-FUALY,59,Month-to-month,Fiber optic,No,Yes,Electronic check,94.75,5238,0,1,0.6094,High Risk
2011-TRQYE,18,Month-to-month,DSL,No,No,Credit card (automatic),33.5,5474,1,1,0.6092,High Risk
8564-LDKFL,40,One year,Fiber optic,No,No,Bank transfer (automatic),106.0,5118,0,1,0.6092,High Risk
8404-FYDIB,26,Month-to-month,Fiber optic,No,Yes,Credit card (automatic),86.65,4469,0,1,0.6091,High Risk
7950-XWOVN,11,Month-to-month,DSL,No,No,Mailed check,34.7,4310,0,1,0.6076,High Risk
3859-CVCET,4,Month-to-month,DSL,No,No,Mailed check,45.65,2864,1,1,0.6075,High Risk
3566-VVORZ,12,Month-to-month,DSL,No,No,Bank transfer (automatic),45.9,5790,0,1,0.6074,High Risk
1215-VFYVK,4,Month-to-month,DSL,Yes,Yes,Mailed check,48.25,2682,0,1,0.6067,High Risk
3845-FXCYS,2,Month-to-month,No,No internet service,No internet service,Electronic check,19.65,4841,0,1,0.606,High Risk
0129-KPTWJ,72,Month-to-month,Fiber optic,No,No,Electronic check,94.65,5943,0,1,0.605,High Risk
1871-MOWRM,12,Month-to-month,Fiber optic,Yes,Yes,Bank transfer (automatic),80.85,4306,1,1,0.605,High Risk
4080-OGPJL,8,Month-to-month,DSL,Yes,Yes,Electronic check,71.15,2662,1,1,0.6049,High Risk
7869-ZYDST,31,Month-to-month,DSL,No,No,Credit card (automatic),59.05,5841,0,1,0.6047,High Risk
2817-NTQDO,13,Month-to-month,DSL,Yes,Yes,Credit card (automatic),45.55,4856,1,1,0.604,High Risk
9547-ITEFG,9,Month-to-month,Fiber optic,No,No,Credit card (automatic),102.6,4062,0,1,0.604,High Risk
1228-FZFRV,50,Month-to-month,Fiber optic,No,Yes,Credit card (automatic),105.95,5536,1,1,0.6032,High Risk
5402-HTOTQ,16,Month-to-month,DSL,No,No,Electronic check,55.3,3771,0,1,0.603,High Risk
5485-WUYWF,2,Month-to-month,DSL,No,Yes,Bank transfer (automatic),66.4,4522,1,1,0.603,High Risk
9681-KYGYB,49,Month-to-month,Fiber optic,No,Yes,Electronic check,88.2,5987,0,1,0.6028,High Risk
7814-LEEVE,1,Month-to-month,No,No internet service,No internet service,Bank transfer (automatic),20.3,4215,0,1,0.6028,High Risk
3656-TKRVZ,3,Month-to-month,DSL,No,Yes,Electronic check,55.35,5787,1,1,0.6027,High Risk
9412-GHEEC,40,Month-to-month,Fiber optic,Yes,No,Bank transfer (automatic),104.8,3492,1,1,0.6026,High Risk
6954-OOYZZ,18,Month-to-month,DSL,No,No,Bank transfer (automatic),44.35,2935,0,1,0.6026,High Risk
2957-LOLHO,12,Month-to-month,DSL,No,No,Bank transfer (automatic),45.4,2887,1,1,0.6025,High Risk
7271-AJDTL,55,Month-to-month,Fiber optic,No,No,Credit card (automatic),94.45,5577,0,1,0.6022,High Risk
3873-NFTGI,14,Month-to-month,DSL,No,No,Credit card (automatic),55.5,3520,0,1,0.602,High Risk
7878-JGDKK,4,Month-to-month,DSL,No,No,Mailed check,44.55,2124,0,1,0.6019,High Risk
7766-CLTIC,10,Month-to-month,DSL,Yes,No,Mailed check,60.95,4323,0,1,0.6017,High Risk
9356-AXGMP,38,One year,Fiber optic,Yes,Yes,Electronic check,110.7,5461,0,1,0.6014,High Risk
7064-FRRSW,48,One year,Fiber optic,No,No,Electronic check,99.0,3061,0,1,0.6013,High Risk
5002-GCQFH,49,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic),93.85,5698,0,1,0.6012,High Risk
2139-FQHLM,19,Month-to-month,Fiber optic,Yes,No,Mailed check,89.95,3402,0,1,0.6012,High Risk
0237-YFUTL,50,Month-to-month,Fiber optic,Yes,Yes,Bank transfer (automatic),109.65,4676,0,1,0.6008,High Risk
1596-OQSPS,11,Month-to-month,DSL,No,No,Electronic check,51.1,4467,0,1,0.6004,High Risk
9079-YEXQJ,54,Month-to-month,Fiber optic,Yes,No,Electronic check,111.1,5527,1,1,0.6003,High Risk
2479-BRAMR,41,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic),83.75,4995,1,1,0.6001,High Risk
4026-SKKHW,3,Month-to-month,DSL,Yes,No,Mailed check,50.25,2166,0,1,0.6,High Risk
6987-XQSJT,54,Month-to-month,Fiber optic,No,No,Electronic check,79.5,5684,1,1,0.5998,High Risk
7326-RIGQZ,6,Month-to-month,Fiber optic,No,No,Electronic check,69.8,2651,0,1,0.5995,High Risk
4183-WCSEP,31,Month-to-month,Fiber optic,Yes,No,Electronic check,78.45,3091,1,1,0.599,High Risk
2190-BCXEC,40,Month-to-month,Fiber optic,Yes,No,Credit card (automatic),78.85,5257,0,1,0.599,High Risk
5136-KCKGI,33,One year,Fiber optic,No,Yes,Mailed check,103.7,4461,1,1,0.5987,High Risk
2452-KDRRH,67,Month-to-month,Fiber optic,No,No,Credit card (automatic),101.4,5269,0,1,0.5987,High Risk
2472-OVKUP,6,Month-to-month,Fiber optic,No,No,Electronic check,91.0,2283,1,1,0.5986,High Risk
6257-RJOHI,4,Month-to-month,DSL,Yes,No,Mailed check,50.8,4521,0,1,0.5985,High Risk
4462-CYWMH,62,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),89.8,4981,0,1,0.5984,High Risk
3898-GUYTS,45,Month-to-month,Fiber optic,Yes,Yes,Electronic check,97.05,4735,0,1,0.5983,High Risk
8679-JOEVF,16,Month-to-month,DSL,Yes,No,Electronic check,59.4,5556,1,1,0.5982,High Risk
9948-YPTDG,38,Month-to-month,Fiber optic,No,Yes,Electronic check,79.45,2405,1,1,0.598,High Risk
9052-VKDUW,65,Month-to-month,Fiber optic,No,Yes,Credit card (automatic),109.4,4452,0,1,0.5978,High Risk
8329-UTMVM,27,One year,Fiber optic,Yes,No,Bank transfer (automatic),104.65,3104,0,1,0.5978,High Risk
3683-QKIUE,6,Month-to-month,DSL,Yes,No,Bank transfer (automatic),50.8,4713,1,1,0.5976,High Risk
1641-RQDAY,32,Month-to-month,Fiber optic,No,No,Electronic check,100.4,4848,0,1,0.5975,High Risk
2929-QNSRW,56,One year,Fiber optic,No,No,Electronic check,98.25,4886,1,1,0.5973,High Risk
5208-HFSBT,2,Month-to-month,DSL,Yes,No,Credit card (automatic),55.05,5855,1,1,0.5972,High Risk
3018-TFTSU,12,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic),81.7,2850,1,1,0.5971,High Risk
2043-WVTQJ,1,Month-to-month,DSL,No,Yes,Mailed check,55.7,5664,0,1,0.5969,High Risk
2378-HTWFW,35,Month-to-month,Fiber optic,No,Yes,Credit card (automatic),91.0,5527,0,1,0.5969,High Risk
0929-HYQEW,3,Month-to-month,DSL,No,Yes,Mailed check,50.15,2085,0,1,0.5968,High Risk
3069-SSVSN,1,One year,DSL,No,No,Mailed check,25.85,4467,0,1,0.5966,High Risk
3814-MLAXC,31,Month-to-month,Fiber optic,Yes,No,Credit card (automatic),79.85,2554,1,1,0.5965,High Risk
2792-VPPET,3,Month-to-month,No,No internet service,No internet service,Electronic check,20.5,5296,0,1,0.5963,High Risk
1213-NGCUN,6,Month-to-month,DSL,Yes,No,Bank transfer (automatic),49.65,4248,1,1,0.5963,High Risk
9795-VOWON,7,One year,DSL,No,No,Credit card (automatic),24.35,4665,0,1,0.5956,High Risk
7966-YOTQW,10,Month-to-month,DSL,No,Yes,Credit card (automatic),54.5,4163,0,1,0.5953,High Risk
8910-LEDAG,34,Month-to-month,Fiber optic,No,No,Credit card (automatic),71.55,3583,0,1,0.5953,High Risk
2778-OCLGR,24,Month-to-month,DSL,No,Yes,Bank transfer (automatic),39.1,4591,1,1,0.5951,High Risk
7789-HKSBS,42,One year,Fiber optic,No,Yes,Bank transfer (automatic),105.2,5573,0,1,0.5951,High Risk
6905-NIQIN,1,Month-to-month,DSL,No,No,Mailed check,50.65,2431,1,1,0.5947,High Risk
3522-CDKHF,32,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic),75.5,3131,0,1,0.5945,High Risk
4950-BDEUX,35,Month-to-month,DSL,No,No,Electronic check,49.2,2782,0,1,0.5944,High Risk
3855-ONCAR,4,Month-to-month,Fiber optic,No,No,Mailed check,78.9,5775,0,1,0.5944,High Risk
7928-VJYAB,11,Month-to-month,Fiber optic,No,No,Electronic check,90.6,2004,0,1,0.5944,High Risk
9881-VCZEP,25,Month-to-month,DSL,No,No,Electronic check,54.1,5701,0,1,0.5942,High Risk
5493-SDRDQ,2,Month-to-month,DSL,No,Yes,Mailed check,55.1,4235,1,1,0.5942,High Risk
2195-VVRJF,18,Month-to-month,DSL,No,Yes,Credit card (automatic),59.1,2422,0,1,0.5938,High Risk
0643-OKLRP,47,Month-to-month,Fiber optic,No,Yes,Electronic check,80.35,5915,1,1,0.5937,High Risk
8149-AIQCG,39,Month-to-month,Fiber optic,No,No,Credit card (automatic),73.15,3271,0,1,0.5936,High Risk
8805-JNRAZ,2,Month-to-month,DSL,No,No,Mailed check,49.2,2342,0,1,0.5934,High Risk
7054-ENNGU,9,Month-to-month,DSL,No,No,Mailed check,50.85,4623,0,1,0.5924,High Risk
5948-UJZLF,2,Month-to-month,DSL,No,No,Mailed check,49.25,3805,0,1,0.5923,High Risk
2519-LBNQL,60,One year,Fiber optic,No,No,Electronic check,104.35,4040,0,1,0.5922,High Risk
4482-FTFFX,5,Month-to-month,DSL,Yes,No,Electronic check,56.15,5232,0,1,0.5922,High Risk
4282-ACRXS,38,Month-to-month,DSL,No,No,Electronic check,24.85,3511,0,1,0.592,High Risk
4307-KTUMW,53,Month-to-month,Fiber optic,No,Yes,Electronic check,93.9,5543,1,1,0.5915,High Risk
1307-TVUFB,42,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),79.35,2399,0,1,0.5912,High Risk
4480-MBMLB,36,One year,Fiber optic,No,No,Bank transfer (automatic),104.8,5319,0,1,0.5909,High Risk
6439-GTPCA,45,Month-to-month,Fiber optic,Yes,No,Electronic check,87.25,5269,1,1,0.5909,High Risk
2480-JZOSN,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.65,4517,0,1,0.5908,High Risk
3195-TQDZX,3,Month-to-month,No,No internet service,No internet service,Electronic check,20.25,4050,0,1,0.5907,High Risk
2455-USLMV,31,Month-to-month,Fiber optic,No,Yes,Credit card (automatic),84.75,3727,0,1,0.5904,High Risk
